Epoch,Train Loss,Train MAE,Val Loss,Val MAE
49,10207.365118668542,95.3636389757973,9312.461661385489,91.93854592063211
50,10207.363682365718,95.36362812831692,9312.462276005244,91.93854778796643
51,10207.364498481931,95.3636365652461,9312.460042886802,91.93853423645446
52,10207.363400041962,95.36362949027834,9312.460903354458,91.93853754430384
53,10207.362443535249,95.36362336747831,9312.460746284965,91.93854437341223
54,10207.361744668246,95.36362222246649,9312.46106725306,91.93854517369837
55,10207.36151788359,95.36361879948379,9312.459885817309,91.93854266613513
56,10207.360947065066,95.36361238741762,9312.46080774694,91.9385419192014
57,10207.360667826817,95.3636149908129,9312.455802010489,91.9385120952046
58,10207.359646524486,95.36360874748532,9312.458315122378,91.93852228551478
59,10207.359316375396,95.36360966349477,9312.459066324302,91.93853167553881
60,10207.358764069906,95.36359647777974,9312.458424388113,91.93852489978283
61,10207.35875018513,95.36360596329868,9312.458089761802,91.93852399279187
62,10207.358554255528,95.36360621640655,9312.45770733173,91.93851887096058
63,10207.359086505234,95.36360360095851,9312.456614674387,91.93851716368349
64,10207.358282731042,95.36360022618683,9312.455870301574,91.9385120952046
65,10207.357920184142,95.36360219078607,9312.454941542832,91.93850782701186
66,10207.356900424566,95.363596019775,9312.45618444056,91.93851124156605
67,10207.356875740521,95.36359824953486,9312.457324901661,91.93852143187623
68,10207.356230869866,95.36358987286945,9312.456191269668,91.9385155097588
69,10207.356866484004,95.36359351280176,9312.456956129809,91.93851892431299
70,10207.355845181675,95.36358567851038,9312.45456594187,91.93850537280103
71,10207.3552728204,95.36358348490879,9312.454456676136,91.93850611973475
72,10207.355053749507,95.36358670299464,9312.454074246067,91.93850537280103
73,10207.355626110782,95.36358563029935,9312.453862543707,91.93850110460828
74,10207.35541938191,95.36358511203085,9312.454292777535,91.93850526609621
75,10207.354987411138,95.36358045966705,9312.454019613198,91.93850281188539
76,10207.35466497581,95.36358186983949,9312.45363718313,91.93850270518057
77,10207.354506072275,95.36357979676546,9312.453473284528,91.93849683641554
78,10207.354689659855,95.36358083330248,9312.454456676136,91.9385086806504
79,10207.353913655214,95.36357786832451,9312.45363718313,91.93850110460828
80,10207.35383343207,95.36357295080008,9312.452981588724,91.93849416879507
81,10207.353725439376,95.363574336867,9312.453316215035,91.9384977434065
82,10207.353725439376,95.36357437302527,9312.452722082606,91.93849347521375
83,10207.353345922196,95.36357095004259,9312.45282451923,91.93849769005409
84,10207.353307353376,95.36357266153392,9312.452605987763,91.93849347521375
85,10207.353180847651,95.36357636173001,9312.45266062063,91.93849427549989
86,10207.353399918542,95.36357503592686,9312.452940614074,91.93849347521375
87,10207.3531530781,95.36357434891977,9312.452769886364,91.93849427549989
88,10207.352809044234,95.36357314364416,9312.452831348339,91.93849518249085
89,10207.352824471762,95.36357354138511,9312.452230386802,91.93849006065956
90,10207.35271802182,95.3635725048481,9312.452230386802,91.9384909142981
91,10207.352346218404,95.36357463818591,9312.452230386802,91.93849262157521
92,10207.352449582839,95.36357011840242,9312.452831348339,91.93849859704504
93,10207.352546776265,95.36357255305913,9312.452121121067,91.9384909142981
94,10207.352198114138,95.36357032329927,9312.451410893793,91.93848835338245
95,10207.352165716331,95.36356984118903,9312.451363090035,91.93848755309632
96,10207.351841738251,95.36356702084413,9312.451738690996,91.93848840673486
97,10207.351989842517,95.36356650257562,9312.451417722903,91.93848755309632
98,10207.352037667852,95.36357000992761,9312.450926027097,91.93848584581922
99,10207.351432908768,95.36356762348193,9312.451581621504,91.93849006065956
100,10207.351491533373,95.36356690031657,9312.451581621504,91.93849011401197
101,10207.351670492693,95.36356596020161,9312.451526988636,91.93848749974391
102,10207.351429823262,95.36356244079687,9312.451253824302,91.93848669945777
103,10207.35133417259,95.36356163326221,9312.450762128496,91.93848333825598
104,10207.351901905608,95.36356793685358,9312.451089925698,91.93848584581922
105,10207.35119378209,95.36356016282599,9312.451144558567,91.93848584581922
106,10207.351227722651,95.36356385096931,9312.45065969187,91.93848499218068
107,10207.351150585011,95.3635638268638,9312.45070749563,91.93848584581922
108,10207.351147499507,95.36356256132443,9312.451253824302,91.93848835338245
109,10207.351068819115,95.36356594814885,9312.45087139423,91.93848584581922
110,10207.350873660891,95.36356215153072,9312.450550426136,91.93848419189453
111,10207.350784952607,95.36356183815906,9312.450550426136,91.93848419189453
112,10207.351190696583,95.36356479108427,9312.450277261802,91.93848333825598
113,10207.350570509972,95.36356495982287,9312.450714324737,91.93848504553308
114,10207.350676959913,95.3635603195118,9312.45049579327,91.93848584581922
115,10207.350789580865,95.36356166942048,9312.450714324737,91.93848584581922
116,10207.350582851994,95.36356053646142,9312.45087139423,91.93848584581922
117,10207.350618335307,95.36356058467244,9312.450277261802,91.93848419189453
118,10207.350582851994,95.36355937939685,9312.450058730332,91.93848419189453
119,10207.3505859375,95.36355759558896,9312.450277261802,91.93848499218068
120,10207.350198706556,95.3635590901307,9312.45049579327,91.93848584581922
121,10207.3504193202,95.36356052440867,9312.450386527535,91.93848419189453
122,10207.350336011552,95.36355864417872,9312.450167996067,91.93848419189453
123,10207.350201792062,95.36355578767557,9312.450331894668,91.93848669945777
124,10207.350218762342,95.36355519709052,9312.450386527535,91.93848499218068
125,10207.3503344688,95.36355864417872,9312.450113363198,91.93848333825598
126,10207.350187907286,95.3635551488795,9312.450004097465,91.93848333825598
127,10207.349968836394,95.36355846338739,9312.450004097465,91.93848419189453
128,10207.350238818128,95.36355748711416,9312.450113363198,91.93848333825598
129,10207.349914840048,95.36356086188583,9312.450113363198,91.93848333825598
130,10207.350021289989,95.36355570330628,9312.450004097465,91.93848333825598
131,10207.349999691449,95.36355783664408,9312.44989483173,91.93848333825598
132,10207.349973464652,95.36355860802047,9312.44989483173,91.93848333825598
133,10207.349973464652,95.36355964455748,9312.450058730332,91.93848333825598
134,10207.34991021179,95.36355446187241,9312.449785565996,91.93848333825598
135,10207.349867014711,95.36355753532519,9312.449840198864,91.93848333825598
136,10207.349674170617,95.36355956018818,9312.450004097465,91.93848333825598
137,10207.349813018365,95.36355340122988,9312.449840198864,91.93848333825598
138,10207.349745137244,95.3635573665866,9312.450277261802,91.93848419189453
139,10207.349669542358,95.36355207542672,9312.450058730332,91.93848163097888
140,10207.34977367817,95.36355699295116,9312.449676300263,91.93848419189453
141,10207.34975439376,95.36355976508504,9312.44989483173,91.93848248461744
142,10207.349600118483,95.36355760764172,9312.449676300263,91.93848333825598
143,10207.349803761848,95.36355247316767,9312.449621667394,91.93848333825598
144,10207.349555378652,95.36355287090862,9312.449840198864,91.93848333825598
145,10207.34965874309,95.3635526298535,9312.449621667394,91.93848333825598
146,10207.3495538359,95.36355614925824,9312.449567034528,91.93848333825598
147,10207.349524523597,95.36355335301886,9312.449567034528,91.93848333825598
148,10207.349728166962,95.36355813796298,9312.44891826923,91.93847907006324
149,10207.349510638824,95.36355035188262,9312.449403135926,91.93848248461744
150,10207.349444300455,95.36355894549763,9312.450167996067,91.93848419189453
151,10207.349382590344,95.36355513682675,9312.44973093313,91.93848077734033
152,10207.349585462332,95.36355854775668,9312.450058730332,91.93848419189453
153,10207.349384133096,95.36355256958971,9312.449457768793,91.93848077734033
154,10207.349410359893,95.36355708937322,9312.449409965035,91.93847992370179
155,10207.349276140403,95.36355419671177,9312.449457768793,91.93848248461744
156,10207.349149634676,95.36355614925824,9312.449457768793,91.93848333825598
157,10207.349132664396,95.36355532967085,9312.449239237325,91.93847907006324
158,10207.34925299911,95.36355330480784,9312.449567034528,91.93847907006324
159,10207.349299281694,95.36355512477398,9312.449457768793,91.93848248461744
160,10207.349236028831,95.36355240085113,9312.449191433567,91.93847992370179
161,10207.349117236869,95.36355347354642,9312.449355332168,91.93848248461744
162,10207.349140378159,95.36355267806452,9312.449355332168,91.93848248461744
163,10207.349134207148,95.36355388334012,9312.449293870191,91.93847907006324
164,10207.34908483906,95.36355205132121,9312.449457768793,91.93848333825598
165,10207.348973760862,95.36355171384405,9312.449293870191,91.93848077734033
166,10207.34909563833,95.36355306375272,9312.44875437063,91.93847650914759
167,10207.349151177428,95.36355228032357,9312.448645104894,91.93847650914759
168,10207.349077125296,95.36355148484168,9312.449082167832,91.93847821642468
169,10207.34907403979,95.36355542609289,9312.448972902097,91.93847736278614
170,10207.348992273894,95.36355511272123,9312.44891826923,91.93847821642468
171,10207.349029299961,95.3635549560354,9312.44875437063,91.93847650914759
172,10207.34901232968,95.36355290706689,9312.448972902097,91.93847907006324
173,10207.349058612263,95.36355120762829,9312.448426573426,91.93847565550904
174,10207.348842626876,95.36355231648184,9312.448535839161,91.93847565550904
175,10207.34864978278,95.36355203926846,9312.449191433567,91.93847992370179
176,10207.348842626876,95.36355242495665,9312.449027534965,91.93847650914759
177,10207.348925935525,95.36355143663066,9312.44875437063,91.93847565550904
178,10207.348837998617,95.36355009877475,9312.44875437063,91.9384748552229
179,10207.348907422493,95.3635475918015,9312.448426573426,91.9384748552229
180,10207.348810229068,95.36354949613694,9312.44875437063,91.93847821642468
181,10207.348608128455,95.36355125583933,9312.448972902097,91.93847992370179
182,10207.348723834913,95.36355031572435,9312.448481206293,91.9384748552229
183,10207.34880560081,95.36354820649206,9312.448863636364,91.93847821642468
184,10207.348692979858,95.36355159331649,9312.449027534965,91.93847821642468
185,10207.348608128455,95.36355178616058,9312.448535839161,91.93847736278614
186,10207.348523277054,95.3635517258968,9312.44837194056,91.9384748552229
187,10207.348810229068,95.36355134020862,9312.44837194056,91.93847565550904
188,10207.348543332839,95.36354876091883,9312.448426573426,91.9384748552229
189,10207.348691437104,95.36355320838578,9312.448535839161,91.93847650914759
190,10207.348620470479,95.36355388334012,9312.448426573426,91.9384748552229
191,10207.348584987165,95.36355046035743,9312.44837194056,91.9384748552229
192,10207.3485772734,95.36354795338418,9312.448481206293,91.9384748552229
193,10207.3486328125,95.36354820649206,9312.44837194056,91.9384748552229
194,10207.3484368829,95.36354797748969,9312.448426573426,91.9384748552229
195,10207.348686808848,95.36354862833852,9312.44837194056,91.93847565550904
196,10207.348657496545,95.36354952024246,9312.448481206293,91.9384748552229
197,10207.348552589356,95.36354968898104,9312.44837194056,91.9384748552229
198,10207.348618927725,95.36354809801725,9312.44837194056,91.9384748552229
199,10207.348612756714,95.36354905018497,9312.44837194056,91.9384748552229
200,10207.348422998124,95.36355312401649,9312.44837194056,91.9384748552229
