Epoch,Train Loss,Train MAE,Val Loss,Val MAE
1,10280.567584913113,95.74646483025091,9351.330009833917,92.15123668750682
2,10221.444997778435,95.43741412411369,9319.27772618007,91.97560124964147
3,10212.268576286038,95.38944479413507,9315.776414991258,91.95648929622624
4,10209.926125283866,95.37709009251888,9314.823849978147,91.9516647445572
5,10209.00444158521,95.37226324096487,9314.269162478147,91.9484771515106
6,10208.49695074916,95.3695968218136,9313.21225551792,91.94254644433936
7,10208.170750333235,95.36785740422977,9313.13608364292,91.94217756578139
8,10207.968722230451,95.36681296060812,9313.01346017264,91.94155259565873
9,10207.844155743976,95.36615325300991,9312.778805179196,91.94027395181723
10,10207.753313832938,95.3656815925104,9312.716516881555,91.93991867812363
11,10207.678249654424,95.36527165417422,9312.865862652972,91.94076137942868
12,10207.629585061217,95.36502253576101,9312.678806545018,91.93973914726631
13,10207.578205223144,95.36475604932643,9312.603358555507,91.93931035395269
14,10207.547510614138,95.36459203542314,9312.605994591346,91.93932726666644
15,10207.51977654769,95.3644430392538,9312.567949628496,91.93912041937554
16,10207.50665697818,95.36437021650221,9312.572327086975,91.93914640199888
17,10207.485282138625,95.36426610479612,9312.546690614074,91.9390152084244
18,10207.469683365423,95.36418680971455,9312.52751447771,91.93889713954259
19,10207.46064746248,95.3641367305135,9312.56424142264,91.93910777485453
20,10207.44627826323,95.36406395597292,9312.545673076924,91.93901195392742
21,10207.440741323559,95.36403531862473,9312.507273000438,91.93879705042272
22,10207.430187351896,95.36397566953542,9312.534015788899,91.93894745086456
23,10207.428664654917,95.36396570190622,9312.515276715472,91.93884186644654
24,10207.419002394352,95.36391984116975,9312.504862325175,91.93878504613063
25,10207.410020487756,95.36387085876947,9312.50777152535,91.93880894800999
26,10207.40672979611,95.36385610619615,9312.48854075612,91.93869013219447
27,10207.400989213073,95.36381881496918,9312.492044088724,91.93871318043529
28,10207.400078988941,95.36382041798572,9312.489476343968,91.9387051775739
29,10207.394987904818,95.36379125031627,9312.481636527535,91.9386604682549
30,10207.393184426837,95.36378070415479,9312.483207222465,91.9386714588512
31,10207.388104141983,95.3637546099381,9312.488636363636,91.93869941551368
32,10207.387096724427,95.36375040352627,9312.47783954327,91.93863848706225
33,10207.385475291272,95.36374326829474,9312.47430889423,91.93862061400513
34,10207.382392871248,95.36372819029701,9312.478754643793,91.93864595639955
35,10207.385258534508,95.36374049616086,9312.472758686627,91.93861229102929
36,10207.3787658595,95.36370836351344,9312.473100142046,91.938609516704
37,10207.377328013921,95.36370351830553,9312.474534254809,91.93862322827319
38,10207.37719842269,95.36369081470073,9312.480707768793,91.93866292246572
39,10207.37596576323,95.36369128475822,9312.468825120191,91.9385900430746
40,10207.373485016786,95.36368470395345,9312.471263111887,91.93859932639383
41,10207.37159051639,95.36367167492425,9312.470136309004,91.93859607189685
42,10207.370464306872,95.36366222556357,9312.470102163461,91.93859532496312
43,10207.369958283965,95.3636608997604,9312.466824191433,91.9385722767223
44,10207.369426034262,95.36366386473838,9312.465997869318,91.9385705160928
45,10207.36747753752,95.36365448769423,9312.46433839598,91.93856128612599
46,10207.366976142872,95.36364919653435,9312.463518902972,91.93855627099951
47,10207.366704618385,95.36364577355167,9312.464604731207,91.93856470068017
48,10207.366156941152,95.36364357995008,9312.463839871067,91.93855712463805
