Epoch,Train Loss,Train MAE,Val Loss,Val MAE
1,12.296242704519173,1.748111412086648,11.43509023744766,1.8340281643279612
2,12.160285087770943,1.7944315460217175,11.467173474455533,1.8072851083050034
3,12.155603773078084,1.7936972995473097,11.464850668711206,1.8079477329776712
4,12.151466950637678,1.7895822894665623,11.425113829521283,1.831630959902724
5,12.14665260913088,1.791092765759716,11.468777745390591,1.795930430660509
6,12.149745539933381,1.790024949178635,11.445549186288494,1.8085524209558148
7,12.146265726848922,1.7879115228001041,11.46313093263809,1.813348368096025
8,12.143309936630969,1.7838328833979902,11.432010585314607,1.8177340099256332
9,12.140917603611694,1.7848891172718213,11.462386844582754,1.7934994165211509
10,12.142269874475975,1.783948620664477,11.45952637554848,1.7968162722783545
11,12.140763737098528,1.7812738926835763,11.447065523225968,1.8020914972644964
12,12.139612134028859,1.7828724521243127,11.43759772679577,1.7970322213760794
13,12.137932491100868,1.7792913764190137,11.42355173973188,1.8225984622354376
14,12.134568239283276,1.7770888324015741,11.423341568202188,1.8204436596125773
15,12.13290461458901,1.778630020082459,11.447447094851977,1.8026622857133003
16,12.133600757523604,1.7727231521519076,11.440638367117268,1.8094687452055003
17,12.134988652391279,1.778609767776715,11.42623503436781,1.826576800215734
18,12.135377098591585,1.7753009340811818,11.43889158066005,1.7947147875615994
19,12.132544457030347,1.772754918361231,11.423747577405956,1.8137271564300745
20,12.130392042997439,1.7743319537624496,11.455736902315323,1.7822603859313546
21,12.133859917342956,1.7739159885302995,11.454077537745645,1.788199011267048
22,12.132972283628812,1.774112658067183,11.437306594848632,1.8005093127080838
23,12.132543249647746,1.7741536905935233,11.451789696575844,1.797902296014028
24,12.13008086600717,1.7710283071411757,11.439050347837684,1.8019344956907508
25,12.129049699015816,1.7716893696969793,11.456141043362551,1.791713569915458
26,12.12861264634082,1.7667963606442592,11.450668071067497,1.792020502808976
27,12.127855501181648,1.7700475093930266,11.442449736921755,1.7961310589150206
28,12.127451757547972,1.767127194313872,11.4549697640824,1.785777124313459
29,12.128966340638954,1.768891808514531,11.462965617767752,1.7844929946612005
30,12.12780139881427,1.7699644171578353,11.446904404522622,1.7951277383386273
31,12.126898251426649,1.7684021778220942,11.437426224800005,1.8006311684438627
32,12.12925383790939,1.770546160591077,11.452625133566661,1.7901978175934048
33,12.126818692541358,1.7654216904468818,11.448874789721346,1.7907768902713306
34,12.12695315154696,1.7696497004329528,11.452334030360392,1.7894406266408425
35,12.124762904064347,1.7632660229832795,11.452790539885221,1.7870845350500655
36,12.124934995569252,1.764741552136497,11.435527464461654,1.7971145610286765
37,12.125129754817175,1.7669447642804201,11.422797749140491,1.7967073933718956
38,12.125444108117543,1.76560296257925,11.448179749266743,1.791783149275061
39,12.123683650532266,1.7642716126512523,11.460994534949734,1.7854750561387571
40,12.121308961159919,1.764304707888737,11.447137952830694,1.7972863233252747
41,12.121294387971288,1.7620483064752301,11.45144366956737,1.7839851692931292
42,12.122211713031449,1.7605722402501391,11.437174339816995,1.7902348635947867
43,12.12131876438079,1.7602576182038117,11.442974751616177,1.7933537440757228
44,12.12050816708673,1.7620037423631858,11.442595189238247,1.7887785526171123
45,12.121009552453588,1.7602823499729299,11.430182031082781,1.795046754732524
46,12.120032319726871,1.7621859534682314,11.438213515608279,1.7978867622270975
47,12.117319314390778,1.7570414113864,11.442017879224803,1.784262960904265
48,12.118637023802119,1.7583256206351152,11.43853616845118,1.7909155283888725
49,12.118684796903905,1.760601111076683,11.44137134552002,1.7901719210899039
50,12.116556033859629,1.7616735979904163,11.441079369636432,1.79087545610454
