Target,MAE,RMSE,AAMI,ME,SDE,BHS,Perc_<5,Perc_<10,Perc_<15
SP,16.378514306788368,20.354770717481312,Fail,0.5244214475652078,20.338894125926593,D,19.650499125824826,37.38728780102645,51.797191359765385
DP,10.64585032016972,13.712617281477488,Fail,0.3935145817375979,13.648831591213002,D,29.15616716485252,57.40657605324009,76.01573515312165
